0,100,29.650822762731444
1,79,25.183326079762374
1,51,40.17198322997313
1,24,46.28398512980775
1,25,44.14396190577285
1,34,26.444456427147838
1,38,38.011563229414534
1,90,24.817411264149612
2,20,11.505948990970666
2,38,45.97081157165906
2,48,15.728440591360554
2,73,7.566788644375238
2,68,8.839684180461854
2,62,21.645806290063668
2,61,0.1640267069338952
3,11,37.849867925504896
3,16,41.169239499664336
3,87,10.445595709748073
3,75,29.815447995751587
3,56,36.51689276008839
3,51,9.142737875542545
3,61,21.561245278138035
3,52,5.735839541019116
3,19,11.595460787804935
3,8,4.905968055486659
3,83,40.12877528949343
3,68,39.21361074810862
3,26,4.877088194395385
3,30,11.1166105180386
3,18,3.1175732161068392
4,24,25.779114999786966
4,40,23.269351087435624
4,89,16.8972464681901
4,78,43.59151239016293
4,8,34.773618754466646
4,71,43.17437835622287
5,80,49.44019904169451
5,94,27.67406720449093
5,3,31.225267755897946
5,20,34.37350645659084
5,4,25.25826722803889
5,99,36.6740652781791
5,71,47.9043310416769
5,98,6.23379044038237
6,38,19.645481532219762
6,26,10.287130125742255
6,82,20.63668145686865
6,2,26.07278481096914
6,87,23.458644411888358
6,15,40.442029038008094
6,60,40.80488757085843
6,41,30.27776688106918
6,80,4.461603621106219
6,27,20.55949509028878
6,90,21.865469513619956
6,40,24.873478044731527
6,31,6.910910031954526
6,37,10.634024597506597
7,96,48.22379982181127
7,17,18.09115252255882
7,4,48.84083233197319
7,19,13.714193906281002
7,36,21.911207939631627
7,76,36.64690697267001
7,46,29.886309118874266
8,46,5.944871196920126
8,78,9.073678209090797
8,30,21.637573803279565
9,99,12.934065849898602
9,78,36.28152523693323
9,1,22.231944694733468
9,15,21.487982806516158
9,3,23.799765877209435
9,77,11.332844069965336
10,99,18.174018091808193
11,26,0.8188777041808426
11,79,49.959366934373556
11,45,5.087530067357809
11,66,26.122675043452716
11,80,28.434135401003825
11,77,17.274024046531082
12,77,2.7563083791563745
12,75,7.422973884107698
12,58,42.894666577471305
12,61,17.408761744242668
12,84,35.75778182758305
12,37,12.575214039659933
12,43,38.48460086781994
12,36,2.2724245697021193
12,45,36.38514413587581
12,96,33.968643925312406
13,31,4.913984456344922
13,64,18.90007980350317
13,8,30.1167270001788
13,29,8.110755817772192
13,55,11.991787679269954
13,84,12.373476914138843
13,99,8.683820101479428
13,24,3.710823953070541
13,89,31.630181242830812
13,70,36.882243629221215
13,49,24.550188978036548
13,47,5.905092862338524
13,82,11.18872954687023
13,48,31.173034006204027
14,83,1.2417000468323947
14,97,2.358318430488404
14,10,23.4804455211631
14,73,7.474617892543916
14,50,22.81093144711423
14,76,16.191875863854065
15,46,39.723760223856445
15,67,43.16089090291136
15,34,39.52037881112528
15,85,40.74619356857052
15,87,20.91641683566698
15,1,9.808458751320327
15,79,8.61707090604969
15,27,22.30842779377963
16,31,33.283020098833376
16,9,21.121585688762366
16,34,36.33215430319983
17,54,25.886084086469126
17,3,23.20409129336218
17,90,23.122586533956476
18,35,28.519703892773983
18,4,7.186961024897282
19,91,39.070704168132266
19,16,15.820122689302424
19,71,24.526738000613772
19,52,40.894553438513405
19,27,39.905619239337376
19,68,41.63719338672085
19,5,14.192765096213183
19,67,45.42635419695814
19,24,21.254947181887758
19,45,14.87303289461655
20,95,10.814173070409005
20,75,26.37210165874922
20,89,5.942265425556348
20,63,43.642706989621715
20,35,6.5467391728497475
20,94,30.687903476247037
20,39,41.43589488719085
20,26,2.125173610164466
20,81,5.907476236028264
20,59,35.394663126182934
21,78,8.99466545382534
21,51,39.56545405742568
21,57,8.913619780326087
21,66,42.618612674020284
21,68,48.09774640523668
21,9,28.43203398041876
21,30,40.16057526460762
21,97,8.285128922263679
21,44,18.800036533703185
21,29,4.448859702627045
21,92,6.760220950976381
21,0,3.9950473847194914
21,55,9.916631480003346
21,40,45.58278910568762
22,77,33.87479869630049
23,44,35.19996485015877
23,100,24.539449105233363
23,59,23.273152283427596
